HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions,T1_OffRating,T2_OffRating,T1_DefRating,T2_DefRating,T1_tempo,T2_tempo,T1_fgEff,T2_fgEff,T1_ftRate,T2_ftRate,T1_wab,T2_wab,T1_talent,T2_talent,T1_sos,T2_sos,T1_Threepg,T2_Threepg,T1_FTPG,T2_FTPG,T1_PDiffPG,T2_PDiffPG,T1_effHeight,T2_effHeight,T1_var,T2_var,T1_threesShare,T2_threesShare,T1_recentPom,T2_recentPom,offRatingDiff,defRatingDiff,talentDiff,sosDiff,fgEffDiff,ftRateDiff,wabDiff,threepgDiff,ftpgDiff,pDiffpgDiff,tempoDiff,effHeightDiff,varDiff,threesShareDiff,recentPomDiff,offRating_x_tempo,talent_x_sos,defRating_x_tempo,Seed_Diff,T1_seed,T2_seed,historic_upset
Kentucky,1246,7,Idaho,1225,15,,39.0,176.0,27.0,136.0,68.3,67.7,53.1113271754983,51.8957345971564,37.4817695673311,34.8077935755661,3.3,-8.9,85.092,0.2,40.797,11.302,8.088235294117647,9.59375,16.5,15.0625,6.9411764705882355,2.65625,81.87,80.578,81.87,80.578,39.2,46.8,-3.0,-38.0,-137.0,-109.0,84.892,29.494999999999997,1.215592578341905,2.6739759917649977,12.2,-1.5055147058823533,1.4375,4.2849264705882355,0.5999999999999943,1.2920000000000016,1.2920000000000016,-7.599999999999994,35.0,-82.19999999999922,2503.8895399999997,-65.39999999999938,-8,7,15,0
Idaho,1225,15,Lehigh,1250,16,,176.0,290.0,136.0,257.0,67.7,66.9,51.8957345971564,53.2846715328467,34.8077935755661,32.1729365524986,-8.9,-12.0,0.2,0.826,11.302,9.479,9.59375,7.75,15.0625,13.0625,2.65625,-2.28125,80.578,79.857,80.578,79.857,46.8,38.2,-38.0,-23.0,-114.0,-121.0,-0.6259999999999999,1.8230000000000004,-1.3889369356903032,2.6348570230675037,3.0999999999999996,1.84375,2.0,4.9375,0.7999999999999972,0.7210000000000036,0.7210000000000036,8.599999999999994,-15.0,-91.19999999999968,-1.1411980000000002,-96.79999999999966,-1,15,16,0
Idaho,1225,15,LIU Brooklyn,1254,16,,176.0,239.0,136.0,186.0,67.7,67.8,51.8957345971564,53.2972694487378,34.8077935755661,34.7243688820196,-8.9,-5.8,0.2,0.2,11.302,9.691,9.59375,5.970588235294118,15.0625,13.235294117647058,2.65625,2.9705882352941178,80.578,78.697,80.578,78.697,46.8,29.0,-38.0,10.0,-63.0,-50.0,0.0,1.6109999999999989,-1.4015348515814026,0.08342469354650461,-3.1000000000000005,3.6231617647058822,1.827205882352942,-0.31433823529411775,-0.09999999999999432,1.8810000000000002,1.8810000000000002,17.799999999999997,-48.0,6.299999999999642,0.0,4.999999999999716,-1,15,16,0
Louisville,1257,6,Idaho,1225,15,,19.0,176.0,25.0,136.0,69.6,67.7,56.4484126984127,51.8957345971564,33.4821428571429,34.8077935755661,4.0,-8.9,39.12,0.2,35.248,11.302,11.515151515151516,9.59375,15.727272727272727,15.0625,12.575757575757576,2.65625,81.646,80.578,81.646,80.578,52.8,46.8,0.0,-38.0,-157.0,-111.0,38.919999999999995,23.945999999999998,4.552678101256305,-1.325650718423205,12.9,1.9214015151515156,0.6647727272727266,9.919507575757576,1.8999999999999915,1.0679999999999978,1.0679999999999978,6.0,38.0,-298.29999999999865,931.9783199999998,-210.89999999999907,-9,6,15,0
McNeese St,1270,12,Idaho,1225,15,,91.0,176.0,49.0,136.0,66.2,67.7,50.9573304157549,51.8957345971564,38.3479212253829,34.8077935755661,0.7,-8.9,48.482,0.2,14.16,11.302,6.548387096774194,9.59375,16.741935483870968,15.0625,9.806451612903226,2.65625,79.745,80.578,79.745,80.578,35.1,46.8,1.0,-38.0,-85.0,-87.0,48.282,2.8580000000000005,-0.938404181401495,3.540127649816796,9.6,-3.045362903225806,1.679435483870968,7.150201612903226,-1.5,-0.8329999999999984,-0.8329999999999984,-11.699999999999996,39.0,127.5,137.989956,130.5,-3,12,15,0
Miami FL,1274,7,Idaho,1225,15,,33.0,176.0,38.0,136.0,67.6,67.7,55.620253164557,51.8957345971564,37.4683544303797,34.8077935755661,3.8,-8.9,80.783,0.2,29.331,11.302,6.575757575757576,9.59375,15.363636363636363,15.0625,10.757575757575758,2.65625,81.492,80.578,81.492,80.578,31.7,46.8,-12.0,-38.0,-143.0,-98.0,80.583,18.029,3.724518567400601,2.660560854813596,12.7,-3.017992424242424,0.3011363636363633,8.101325757575758,-0.10000000000000853,0.9140000000000015,0.9140000000000015,-15.099999999999998,26.0,14.30000000000122,1452.830907,9.800000000000836,-8,7,15,0
Miami OH,1275,11,Idaho,1225,15,,70.0,176.0,156.0,136.0,69.9,67.7,59.1603053435115,51.8957345971564,40.223135642983,34.8077935755661,2.5,-8.9,11.186,0.2,8.266,11.302,9.827586206896552,9.59375,17.724137931034484,15.0625,10.862068965517242,2.65625,80.117,80.578,80.117,80.578,44.6,46.8,8.0,-38.0,-106.0,20.0,10.986,-3.0359999999999996,7.264570746355105,5.415342067416901,11.4,0.2338362068965516,2.661637931034484,8.205818965517242,2.200000000000003,-0.4609999999999985,-0.4609999999999985,-2.1999999999999957,46.0,-233.2000000000003,-33.353496,44.00000000000006,-4,11,15,0
Michigan,1276,1,Idaho,1225,15,,8.0,176.0,1.0,136.0,70.9,67.7,58.2492431886983,51.8957345971564,38.5973763874874,34.8077935755661,14.0,-8.9,69.852,0.2,41.856,11.302,9.058823529411764,9.59375,16.941176470588236,15.0625,17.61764705882353,2.65625,82.701,80.578,82.701,80.578,41.8,46.8,1.0,-38.0,-168.0,-135.0,69.652,30.554000000000002,6.353508591541903,3.7895828119212993,22.9,-0.5349264705882355,1.8786764705882355,14.961397058823529,3.200000000000003,2.1229999999999905,2.1229999999999905,-5.0,39.0,-537.6000000000005,2128.1472080000003,-432.0000000000004,-14,1,15,0
Michigan St,1277,3,Idaho,1225,15,,24.0,176.0,13.0,136.0,66.0,67.7,53.6019210245464,51.8957345971564,36.179295624333,34.8077935755661,7.4,-8.9,68.794,0.2,37.86,11.302,7.65625,9.59375,16.15625,15.0625,10.53125,2.65625,81.667,80.578,81.667,80.578,36.4,46.8,0.0,-38.0,-152.0,-123.0,68.594,26.558,1.7061864273900014,1.3715020487668994,16.3,-1.9375,1.09375,7.875,-1.7000000000000028,1.0889999999999986,1.0889999999999986,-10.399999999999999,38.0,258.40000000000043,1821.7194519999998,209.10000000000036,-12,3,15,0
Missouri,1281,10,Idaho,1225,15,,50.0,176.0,78.0,136.0,66.2,67.7,55.3483269336259,51.8957345971564,42.4574876577071,34.8077935755661,1.2,-8.9,66.401,0.2,34.025,11.302,7.1875,9.59375,16.59375,15.0625,4.3125,2.65625,82.794,80.578,82.794,80.578,36.0,46.8,0.0,-38.0,-126.0,-58.0,66.201,22.723,3.4525923364695004,7.649694082140996,10.1,-2.40625,1.53125,1.65625,-1.5,2.215999999999994,2.215999999999994,-10.799999999999997,38.0,189.0,1504.2853229999998,87.0,-5,10,15,0
N Dakota St,1295,14,Idaho,1225,15,,124.0,176.0,124.0,136.0,66.3,67.7,53.3595800524934,51.8957345971564,30.6561679790026,34.8077935755661,-3.4,-8.9,0.2,0.2,8.155,11.302,9.387096774193548,9.59375,13.483870967741936,15.0625,8.290322580645162,2.65625,79.574,80.578,79.574,80.578,42.7,46.8,-17.0,-38.0,-52.0,-12.0,0.0,-3.1470000000000002,1.463845455337001,-4.151625596563502,5.5,-0.20665322580645196,-1.578629032258064,5.634072580645162,-1.4000000000000057,-1.0040000000000049,-1.0040000000000049,-4.099999999999994,21.0,72.8000000000003,-0.0,16.800000000000068,-1,14,15,0
NC State,1301,11,Idaho,1225,15,,20.0,176.0,86.0,136.0,69.1,67.7,55.3339980059821,51.8957345971564,35.1944167497508,34.8077935755661,0.34,-8.9,63.205,0.2,32.779,11.302,10.363636363636363,9.59375,16.424242424242426,15.0625,7.181818181818182,2.65625,79.315,80.578,79.315,80.578,43.9,46.8,10.0,-38.0,-156.0,-50.0,63.004999999999995,21.477000000000004,3.438263408825705,0.3866231741846988,9.24,0.7698863636363633,1.3617424242424256,4.525568181818182,1.3999999999999915,-1.2630000000000052,-1.2630000000000052,-2.8999999999999986,48.0,-218.39999999999867,1353.1583850000002,-69.99999999999957,-4,11,15,0
Nebraska,1304,4,Idaho,1225,15,,55.0,176.0,7.0,136.0,66.7,67.7,55.4405520169851,51.8957345971564,27.1762208067941,34.8077935755661,7.5,-8.9,42.458,0.2,35.291,11.302,10.53125,9.59375,12.0,15.0625,11.0625,2.65625,80.688,80.578,80.688,80.578,50.7,46.8,3.0,-38.0,-121.0,-129.0,42.257999999999996,23.988999999999997,3.5448174198287035,-7.631572768772003,16.4,0.9375,-3.0625,8.40625,-1.0,0.10999999999999943,0.10999999999999943,3.9000000000000057,41.0,121.0,1013.7271619999998,129.0,-11,4,15,0
North Carolina,1314,6,Idaho,1225,15,,32.0,176.0,37.0,136.0,67.9,67.7,54.5646437994723,51.8957345971564,37.4142480211082,34.8077935755661,4.9,-8.9,63.835,0.2,33.421,11.302,8.625,9.59375,15.15625,15.0625,8.46875,2.65625,82.728,80.578,82.728,80.578,42.3,46.8,2.0,-38.0,-144.0,-99.0,63.635,22.119,2.668909202315902,2.6064544455420986,13.8,-0.96875,0.09375,5.8125,0.20000000000000284,2.1499999999999915,2.1499999999999915,-4.5,40.0,-28.80000000000041,1407.542565,-19.80000000000028,-9,6,15,0
Northern Iowa,1320,12,Idaho,1225,15,,153.0,176.0,24.0,136.0,62.3,67.7,54.1666666666667,51.8957345971564,25.6989247311828,34.8077935755661,-5.3,-8.9,19.874,0.2,14.539,11.302,7.5588235294117645,9.59375,9.794117647058824,15.0625,7.0,2.65625,79.727,80.578,79.727,80.578,39.6,46.8,-36.0,-38.0,-23.0,-112.0,19.674,3.237,2.2709320695103017,-9.108868844383302,3.6000000000000005,-2.0349264705882355,-5.268382352941176,4.34375,-5.400000000000006,-0.8509999999999991,-0.8509999999999991,-7.199999999999996,2.0,124.20000000000013,63.684738,604.8000000000006,-3,12,15,0
Ohio St,1326,8,Idaho,1225,15,,17.0,176.0,54.0,136.0,66.1,67.7,56.5135135135135,51.8957345971564,37.7837837837838,34.8077935755661,2.9,-8.9,68.946,0.2,37.869,11.302,8.090909090909092,9.59375,16.424242424242426,15.0625,7.0,2.65625,81.619,80.578,81.619,80.578,40.1,46.8,-16.0,-38.0,-159.0,-82.0,68.746,26.567,4.6177789163571035,2.975990208217695,11.8,-1.5028409090909083,1.3617424242424256,4.34375,-1.6000000000000085,1.0409999999999968,1.0409999999999968,-6.699999999999996,22.0,254.40000000000134,1826.3749819999998,131.2000000000007,-7,8,15,0
Penn,1335,14,Idaho,1225,15,,204.0,176.0,111.0,136.0,69.0,67.7,50.0934579439252,51.8957345971564,35.5763239875389,34.8077935755661,-6.0,-8.9,17.192,0.2,12.952,11.302,8.071428571428571,9.59375,14.571428571428571,15.0625,1.2142857142857142,2.65625,80.753,80.578,80.753,80.578,35.0,46.8,-21.0,-38.0,28.0,-25.0,16.992,1.6500000000000004,-1.8022766532311962,0.7685304119727974,2.9000000000000004,-1.5223214285714288,-0.4910714285714288,-1.4419642857142858,1.2999999999999972,0.17499999999999716,0.17499999999999716,-11.799999999999997,17.0,36.39999999999992,28.036800000000007,-32.49999999999993,-1,14,15,0
Idaho,1225,15,Prairie View,1341,16,,176.0,310.0,136.0,232.0,67.7,70.9,51.8957345971564,47.875816993464,34.8077935755661,42.755991285403,-8.9,-12.6,0.2,0.231,11.302,10.925,9.59375,6.064516129032258,15.0625,19.032258064516128,2.65625,-2.806451612903226,80.578,79.342,80.578,79.342,46.8,30.9,-38.0,-34.0,-134.0,-96.0,-0.031,0.3769999999999989,4.019917603692399,-7.948197709836897,3.6999999999999993,3.529233870967742,-3.969758064516128,5.462701612903226,-3.200000000000003,1.2360000000000042,1.2360000000000042,15.899999999999999,-4.0,428.8000000000004,-0.011686999999999965,307.2000000000003,-1,15,16,0
Purdue,1345,2,Idaho,1225,15,,1.0,176.0,36.0,136.0,64.4,67.7,57.6583210603829,51.8957345971564,28.325969563083,34.8077935755661,9.2,-8.9,59.3,0.2,41.305,11.302,9.285714285714286,9.59375,12.714285714285714,15.0625,11.514285714285714,2.65625,82.136,80.578,82.136,80.578,40.9,46.8,-2.0,-38.0,-175.0,-100.0,59.099999999999994,30.003,5.762586463226505,-6.481824012483102,18.1,-0.3080357142857135,-2.3482142857142865,8.858035714285714,-3.299999999999997,1.5579999999999927,1.5579999999999927,-5.899999999999999,36.0,577.4999999999995,1773.1772999999998,329.9999999999997,-13,2,15,0
Idaho,1225,15,Queens NC,1474,15,,176.0,77.0,136.0,322.0,67.7,69.6,51.8957345971564,56.5947843530592,34.8077935755661,36.308926780341,-8.9,-7.0,0.2,9.008,11.302,14.561,9.59375,10.151515151515152,15.0625,16.424242424242426,2.65625,1.6666666666666667,80.578,80.782,80.578,80.782,46.8,46.8,-38.0,-16.0,99.0,-186.0,-8.808,-3.2590000000000003,-4.699049755902799,-1.501133204774895,-1.9000000000000004,-0.5577651515151523,-1.3617424242424256,0.9895833333333333,-1.8999999999999915,-0.20399999999999352,-0.20399999999999352,0.0,-22.0,-188.09999999999917,28.705272,353.3999999999984,0,15,15,0
Santa Clara,1365,10,Idaho,1225,15,,23.0,176.0,82.0,136.0,69.2,67.7,54.622243078367,51.8957345971564,25.7625527921164,34.8077935755661,2.1,-8.9,20.016,0.2,24.151,11.302,10.121212121212121,9.59375,12.303030303030303,15.0625,9.818181818181818,2.65625,81.822,80.578,81.822,80.578,45.0,46.8,-3.0,-38.0,-153.0,-54.0,19.816,12.849,2.726508481210601,-9.045240783449703,11.0,0.5274621212121211,-2.7594696969696972,7.161931818181818,1.5,1.2439999999999998,1.2439999999999998,-1.7999999999999972,35.0,-229.5,254.615784,-81.0,-5,10,15,0
Idaho,1225,15,Siena,1373,16,,176.0,210.0,136.0,175.0,67.7,64.6,51.8957345971564,50.557917109458,34.8077935755661,34.2189160467588,-8.9,-7.8,0.2,3.878,11.302,6.825,9.59375,5.382352941176471,15.0625,14.558823529411764,2.65625,4.852941176470588,80.578,79.979,80.578,79.979,46.8,31.9,-38.0,14.0,-34.0,-39.0,-3.678,4.476999999999999,1.3378174876983948,0.588877528807302,-1.1000000000000005,4.211397058823529,0.5036764705882355,-2.196691176470588,3.1000000000000085,0.5990000000000038,0.5990000000000038,14.899999999999999,-52.0,-105.40000000000029,-16.466406,-120.90000000000033,-1,15,16,0
SMU,1374,11,Idaho,1225,15,,26.0,176.0,91.0,136.0,68.5,67.7,55.7460164171898,51.8957345971564,30.6132303235152,34.8077935755661,-0.02,-8.9,44.289,0.2,32.0,11.302,8.454545454545455,9.59375,14.242424242424242,15.0625,6.606060606060606,2.65625,82.065,80.578,82.065,80.578,36.0,46.8,6.0,-38.0,-150.0,-45.0,44.089,20.698,3.850281820033402,-4.1945632520509015,8.88,-1.139204545454545,-0.8200757575757578,3.9498106060606064,0.7999999999999972,1.4869999999999948,1.4869999999999948,-10.799999999999997,44.0,-119.99999999999957,912.554122,-35.99999999999987,-4,11,15,0
South Florida,1378,11,Idaho,1225,15,,61.0,176.0,40.0,136.0,71.5,67.7,51.1508325171401,51.8957345971564,41.2340842311459,34.8077935755661,-0.26,-8.9,30.828,0.2,18.197,11.302,9.53125,9.59375,20.09375,15.0625,10.6875,2.65625,79.722,80.578,79.722,80.578,43.8,46.8,-16.0,-38.0,-115.0,-96.0,30.628,6.895,-0.7449020800162955,6.426290655579798,8.64,-0.0625,5.03125,8.03125,3.799999999999997,-0.8560000000000088,-0.8560000000000088,-3.0,22.0,-436.99999999999966,211.18006,-364.7999999999997,-4,11,15,0
St John's,1385,5,Idaho,1225,15,,44.0,176.0,12.0,136.0,69.6,67.7,51.0033444816054,51.8957345971564,41.9015766841854,34.8077935755661,7.3,-8.9,70.084,0.2,31.162,11.302,6.911764705882353,9.59375,18.764705882352942,15.0625,11.588235294117647,2.65625,80.478,80.578,80.478,80.578,33.8,46.8,0.0,-38.0,-132.0,-124.0,69.884,19.86,-0.8923901155509952,7.093783108619299,16.2,-2.6819852941176467,3.702205882352942,8.931985294117647,1.8999999999999915,-0.10000000000000853,-0.10000000000000853,-13.0,38.0,-250.79999999999887,1387.89624,-235.59999999999894,-10,5,15,0
St Louis,1387,9,Idaho,1225,15,,51.0,176.0,42.0,136.0,71.0,67.7,59.7477666841829,51.8957345971564,34.6820809248555,34.8077935755661,1.9,-8.9,21.913,0.2,15.895,11.302,10.875,9.59375,15.34375,15.0625,15.75,2.65625,80.111,80.578,80.111,80.578,45.1,46.8,16.0,-38.0,-125.0,-94.0,21.713,4.593,7.852032087026501,-0.12571265071060367,10.8,1.28125,0.28125,13.09375,3.299999999999997,-0.46699999999999875,-0.46699999999999875,-1.6999999999999957,54.0,-412.49999999999966,99.72780900000001,-310.1999999999997,-6,9,15,0
St Mary's CA,1388,7,Idaho,1225,15,,43.0,176.0,19.0,136.0,65.2,67.7,53.0039303761931,51.8957345971564,35.8787198203257,34.8077935755661,4.0,-8.9,36.989,0.2,22.727,11.302,8.0,9.59375,16.70967741935484,15.0625,12.32258064516129,2.65625,82.369,80.578,82.369,80.578,36.1,46.8,-8.0,-38.0,-133.0,-117.0,36.788999999999994,11.425,1.1081957790366985,1.0709262447595975,12.9,-1.59375,1.6471774193548399,9.66633064516129,-2.5,1.7909999999999968,1.7909999999999968,-10.699999999999996,30.0,332.5,420.31432499999994,292.5,-8,7,15,0
TCU,1395,9,Idaho,1225,15,,81.0,176.0,22.0,136.0,67.7,67.7,50.9,51.8957345971564,38.7,34.8077935755661,2.4,-8.9,50.351,0.2,33.811,11.302,7.393939393939394,9.59375,16.606060606060606,15.0625,6.242424242424242,2.65625,79.205,80.578,79.205,80.578,36.9,46.8,-11.0,-38.0,-95.0,-114.0,50.150999999999996,22.509,-0.9957345971563996,3.892206424433901,11.3,-2.1998106060606064,1.5435606060606055,3.586174242424242,0.0,-1.3730000000000047,-1.3730000000000047,-9.899999999999999,27.0,-0.0,1128.848859,-0.0,-6,9,15,0
Tennessee,1397,6,Idaho,1225,15,,37.0,176.0,15.0,136.0,65.0,67.7,51.5617253346554,51.8957345971564,38.7208725830441,34.8077935755661,4.1,-8.9,59.748,0.2,38.555,11.302,6.484848484848484,9.59375,16.424242424242426,15.0625,10.090909090909092,2.65625,82.266,80.578,82.266,80.578,31.7,46.8,-2.0,-38.0,-139.0,-121.0,59.547999999999995,27.253,-0.3340092625009987,3.9130790074779966,13.0,-3.1089015151515156,1.3617424242424256,7.434659090909092,-2.700000000000003,1.6880000000000024,1.6880000000000024,-15.099999999999998,36.0,375.3000000000004,1622.8616439999998,326.70000000000033,-9,6,15,0
Tennessee St,1398,15,Idaho,1225,15,,173.0,176.0,212.0,136.0,70.2,67.7,50.1111111111111,51.8957345971564,33.5,34.8077935755661,-5.7,-8.9,3.291,0.2,8.742,11.302,6.413793103448276,9.59375,15.862068965517242,15.0625,4.137931034482759,2.65625,79.55,80.578,79.55,80.578,30.7,46.8,-65.0,-38.0,-3.0,76.0,3.0909999999999997,-2.5599999999999987,-1.784623486045298,-1.3077935755661017,3.2,-3.179956896551724,0.799568965517242,1.481681034482759,2.5,-1.0280000000000058,-1.0280000000000058,-16.099999999999998,-27.0,-7.5,-7.9129599999999956,190.0,0,15,15,0
Texas,1400,11,Idaho,1225,15,,13.0,176.0,112.0,136.0,66.9,67.7,54.2202347680268,51.8957345971564,46.1710452766909,34.8077935755661,-0.21,-8.9,55.968,0.2,37.671,11.302,7.290322580645161,9.59375,20.06451612903226,15.0625,5.870967741935484,2.65625,81.402,80.578,81.402,80.578,36.2,46.8,3.0,-38.0,-163.0,-24.0,55.768,26.369,2.324500170870401,11.363251701124796,8.69,-2.303427419354839,5.00201612903226,3.214717741935484,-0.7999999999999972,0.8239999999999981,0.8239999999999981,-10.599999999999994,41.0,130.39999999999952,1470.546392,19.199999999999932,-4,11,15,0
Texas A&M,1401,10,Idaho,1225,15,,49.0,176.0,41.0,136.0,70.5,67.7,54.1888619854722,51.8957345971564,37.3849878934625,34.8077935755661,1.6,-8.9,29.541,0.2,32.472,11.302,10.8125,9.59375,17.78125,15.0625,8.15625,2.65625,80.342,80.578,80.342,80.578,46.3,46.8,6.0,-38.0,-127.0,-95.0,29.341,21.17,2.2931273883158028,2.5771943178963994,10.5,1.21875,2.71875,5.5,2.799999999999997,-0.2360000000000042,-0.2360000000000042,-0.5,44.0,-355.5999999999996,621.1489700000001,-265.9999999999997,-5,10,15,0
Texas Tech,1403,5,Idaho,1225,15,,12.0,176.0,33.0,136.0,66.2,67.7,56.1955965181772,51.8957345971564,27.0865335381464,34.8077935755661,5.0,-8.9,41.675,0.2,40.139,11.302,11.53125,9.59375,11.8125,15.0625,7.78125,2.65625,79.481,80.578,79.481,80.578,48.0,46.8,-1.0,-38.0,-164.0,-103.0,41.474999999999994,28.837000000000003,4.299861921020799,-7.7212600374197,13.9,1.9375,-3.25,5.125,-1.5,-1.0970000000000084,-1.0970000000000084,1.2000000000000028,37.0,246.0,1196.014575,154.5,-10,5,15,0
Troy,1407,13,Idaho,1225,15,,141.0,176.0,166.0,136.0,64.9,67.7,51.8827326519634,51.8957345971564,36.3098440021517,34.8077935755661,-6.2,-8.9,0.2,0.2,11.323,11.302,9.064516129032258,9.59375,16.06451612903226,15.0625,3.806451612903226,2.65625,80.428,80.578,80.428,80.578,45.6,46.8,19.0,-38.0,-35.0,30.0,0.0,0.021000000000000796,-0.0130019451929968,1.5020504265855976,2.7,-0.529233870967742,1.0020161290322598,1.150201612903226,-2.799999999999997,-0.15000000000000568,-0.15000000000000568,-1.1999999999999957,57.0,97.9999999999999,0.0,-83.99999999999991,-2,13,15,0
UCF,1416,10,Idaho,1225,15,,40.0,176.0,101.0,136.0,69.2,67.7,52.8259791769955,51.8957345971564,30.8378780366881,34.8077935755661,2.1,-8.9,42.096,0.2,33.921,11.302,7.84375,9.59375,14.375,15.0625,2.5,2.65625,82.08,80.578,82.08,80.578,34.4,46.8,4.0,-38.0,-136.0,-35.0,41.895999999999994,22.619,0.9302445798391048,-3.969915538878002,11.0,-1.75,-0.6875,-0.15625,1.5,1.5019999999999953,1.5019999999999953,-12.399999999999999,42.0,-204.0,947.6456239999999,-52.5,-5,10,15,0
UCLA,1417,7,Idaho,1225,15,,22.0,176.0,53.0,136.0,64.6,67.7,53.9314516129032,51.8957345971564,33.0645161290323,34.8077935755661,3.6,-8.9,70.281,0.2,36.27,11.302,8.0,9.59375,14.794117647058824,15.0625,6.735294117647059,2.65625,81.299,80.578,81.299,80.578,35.9,46.8,-12.0,-38.0,-154.0,-83.0,70.081,24.968000000000004,2.0357170157468047,-1.7432774465338028,12.5,-1.59375,-0.26838235294117574,4.079044117647059,-3.1000000000000085,0.7210000000000036,0.7210000000000036,-10.899999999999999,26.0,477.40000000000134,1749.7824080000003,257.3000000000007,-8,7,15,0
Idaho,1225,15,UMBC,1420,16,,176.0,183.0,136.0,192.0,67.7,66.2,51.8957345971564,53.9279385705848,34.8077935755661,33.7861783815712,-8.9,-5.1,0.2,7.798,11.302,7.273,9.59375,7.866666666666666,15.0625,14.566666666666666,2.65625,7.466666666666667,80.578,79.569,80.578,79.569,46.8,38.8,-38.0,-75.0,-7.0,-56.0,-7.598,4.029,-2.032203973428402,1.0216151939949043,-3.8000000000000007,1.7270833333333337,0.49583333333333357,-4.810416666666667,1.5,1.0090000000000003,1.0090000000000003,8.0,37.0,-10.5,-30.612341999999998,-84.0,-1,15,16,0
Utah St,1429,9,Idaho,1225,15,,28.0,176.0,45.0,136.0,67.7,67.7,56.5988523735003,51.8957345971564,38.7063119457486,34.8077935755661,4.0,-8.9,26.458,0.2,23.033,11.302,8.303030303030303,9.59375,15.878787878787879,15.0625,10.848484848484848,2.65625,80.956,80.578,80.956,80.578,40.7,46.8,4.0,-38.0,-148.0,-91.0,26.258,11.731000000000002,4.703117776343902,3.898518370182501,12.9,-1.2907196969696972,0.8162878787878789,8.192234848484848,0.0,0.3780000000000001,0.3780000000000001,-6.099999999999994,42.0,-0.0,308.032598,-0.0,-6,9,15,0
Vanderbilt,1435,5,Idaho,1225,15,,7.0,176.0,31.0,136.0,68.8,67.7,55.5968301139178,51.8957345971564,38.6825160970778,34.8077935755661,7.3,-8.9,35.964,0.2,37.121,11.302,9.5,9.59375,18.558823529411764,15.0625,11.147058823529411,2.65625,79.921,80.578,79.921,80.578,43.6,46.8,-3.0,-38.0,-169.0,-105.0,35.763999999999996,25.819000000000003,3.7010955167613986,3.8747225215117,16.2,-0.09375,3.4963235294117645,8.490808823529411,1.0999999999999943,-0.6569999999999965,-0.6569999999999965,-3.1999999999999957,35.0,-185.89999999999904,923.390716,-115.4999999999994,-10,5,15,0
VCU,1433,11,Idaho,1225,15,,46.0,176.0,60.0,136.0,68.5,67.7,54.1992696922274,51.8957345971564,44.0271257172666,34.8077935755661,1.7,-8.9,21.117,0.2,19.63,11.302,9.323529411764707,9.59375,18.764705882352942,15.0625,10.088235294117647,2.65625,80.893,80.578,80.893,80.578,43.8,46.8,0.0,-38.0,-130.0,-76.0,20.917,8.328,2.3035350950710054,9.219332141700498,10.6,-0.2702205882352935,3.702205882352942,7.431985294117647,0.7999999999999972,0.3149999999999977,0.3149999999999977,-3.0,38.0,-103.99999999999963,174.196776,-60.799999999999784,-4,11,15,0
Villanova,1437,8,Idaho,1225,15,,41.0,176.0,35.0,136.0,65.2,67.7,53.7133891213389,51.8957345971564,31.2761506276151,34.8077935755661,3.9,-8.9,63.75,0.2,30.123,11.302,9.625,9.59375,12.96875,15.0625,6.375,2.65625,80.705,80.578,80.705,80.578,45.7,46.8,5.0,-38.0,-135.0,-101.0,63.55,18.821,1.817654524182501,-3.5316429479510028,12.8,0.03125,-2.09375,3.71875,-2.5,0.12699999999999534,0.12699999999999534,-1.0999999999999943,43.0,337.5,1196.07455,252.5,-7,8,15,0
Virginia,1438,3,Idaho,1225,15,,27.0,176.0,16.0,136.0,65.7,67.7,54.6426835196889,51.8957345971564,33.0578512396694,34.8077935755661,7.8,-8.9,53.814,0.2,30.582,11.302,10.117647058823529,9.59375,14.529411764705882,15.0625,12.235294117647058,2.65625,82.109,80.578,82.109,80.578,46.5,46.8,-2.0,-38.0,-149.0,-120.0,53.614,19.28,2.7469489225325034,-1.749942335896705,16.7,0.523897058823529,-0.5330882352941178,9.579044117647058,-2.0,1.5309999999999917,1.5309999999999917,-0.29999999999999716,36.0,298.0,1033.67792,240.0,-12,3,15,0
Wisconsin,1458,5,Idaho,1225,15,,11.0,176.0,51.0,136.0,68.7,67.7,54.4634377967711,51.8957345971564,31.9088319088319,34.8077935755661,5.4,-8.9,38.623,0.2,38.176,11.302,11.764705882352942,9.59375,15.529411764705882,15.0625,7.088235294117647,2.65625,82.484,80.578,82.484,80.578,52.6,46.8,-18.0,-38.0,-165.0,-85.0,38.422999999999995,26.874000000000002,2.567703199614705,-2.898961666734202,14.3,2.170955882352942,0.46691176470588225,4.431985294117647,1.0,1.9059999999999917,1.9059999999999917,5.800000000000004,20.0,-165.0,1032.579702,-85.0,-10,5,15,0
Wright St,1460,14,Idaho,1225,15,,117.0,176.0,193.0,136.0,67.2,67.7,54.4212218649518,51.8957345971564,37.9957127545552,34.8077935755661,-6.6,-8.9,0.2,0.2,9.832,11.302,7.09375,9.59375,16.5,15.0625,4.5625,2.65625,79.547,80.578,79.547,80.578,33.7,46.8,1.0,-38.0,-59.0,57.0,0.0,-1.4699999999999989,2.5254872677953983,3.187919178989098,2.3000000000000007,-2.5,1.4375,1.90625,-0.5,-1.031000000000006,-1.031000000000006,-13.099999999999994,39.0,29.5,-0.0,-28.5,-1,14,15,0
